customer_id,tenure_days,avg_monthly_spend,logins_30d,support_tickets_30d,churned,risk_score,risk_tier
CUST-0070,825,51.574259045128215,8,0,0,0.4016666666666667,Medium
CUST-0071,142,91.58049450724208,14,1,0,0.49826666666666664,Medium
CUST-0072,294,228.39987325347943,30,2,0,0.2612,Low
CUST-0073,39,128.31916333719167,6,4,0,0.8322,High
CUST-0074,171,239.26775814860787,15,3,0,0.5958,Medium
CUST-0075,813,170.4283495492358,29,0,0,0.05406666666666667,Low
CUST-0076,745,305.8455275291761,19,3,1,0.41433333333333333,Medium
CUST-0077,893,447.4101745157891,14,4,1,0.5280666666666666,Medium
CUST-0078,262,253.16236032590075,20,4,0,0.5542666666666667,Medium
CUST-0079,660,141.83521488704753,18,0,0,0.268,Low
CUST-0080,453,256.8193759799266,12,1,0,0.4694,Medium
CUST-0081,237,234.4207580637093,25,1,0,0.2959333333333333,Low
CUST-0082,125,376.0469410116576,6,4,0,0.8150000000000001,High
CUST-0083,829,198.1021756406912,6,1,0,0.49420000000000003,Medium
CUST-0084,954,255.9262728937491,28,1,0,0.10253333333333334,Low
CUST-0085,918,333.08375244686147,21,4,0,0.4064,Medium
CUST-0086,862,182.87350484480413,25,0,0,0.11093333333333331,Low
CUST-0087,838,393.2509118195898,24,3,0,0.31239999999999996,Low
CUST-0088,935,260.67453687990394,2,2,1,0.5996666666666667,Medium
CUST-0089,240,391.0939040926699,28,3,0,0.36533333333333334,Low
CUST-0090,282,170.00577440626768,10,1,0,0.5369333333333334,Medium
CUST-0091,694,363.6295018726632,8,2,0,0.5478666666666667,Medium
CUST-0092,491,411.8738826699461,20,4,0,0.5084666666666666,Medium
CUST-0093,834,127.366467892915,6,1,0,0.4932,Medium
CUST-0094,758,185.1863050847143,11,0,0,0.36506666666666665,Low
CUST-0095,884,130.1048891277618,8,0,0,0.3898666666666667,Low
CUST-0096,711,260.51697273563195,14,4,0,0.5644666666666666,Medium
CUST-0097,412,135.97064339957902,1,1,1,0.6609333333333334,Medium
CUST-0098,640,344.618038598013,27,4,0,0.362,Low
CUST-0099,666,88.11234706567632,16,4,0,0.5401333333333334,Medium
CUST-0100,128,314.4107609484515,29,0,0,0.19106666666666666,Low
CUST-0101,545,259.23993695566907,20,0,0,0.2576666666666667,Low
CUST-0102,177,186.77032357748783,22,2,0,0.4179333333333334,Medium
CUST-0103,266,457.9230563441001,17,1,0,0.42346666666666666,Medium
CUST-0104,505,385.2336250072924,5,0,0,0.5156666666666667,Medium
CUST-0105,480,134.84403221583082,8,0,0,0.4706666666666667,Medium
CUST-0106,530,295.8685252136056,5,1,0,0.5706666666666667,Medium
CUST-0107,995,260.17383950815633,20,2,0,0.2876666666666667,Low
CUST-0108,962,238.74734939850543,21,0,0,0.15760000000000002,Low
CUST-0109,808,341.88412663286897,23,1,0,0.21506666666666663,Low
CUST-0110,146,367.9667636560248,2,0,0,0.6374666666666666,Medium
CUST-0111,317,479.5055014294069,20,1,0,0.36326666666666674,Low
CUST-0112,688,170.66132483771693,22,1,0,0.25573333333333337,Low
CUST-0113,977,455.6209543774199,16,0,0,0.23793333333333333,Low
CUST-0114,402,71.8301451858714,26,1,0,0.24626666666666663,Low
CUST-0115,639,212.61257317245,18,3,0,0.4522,Medium
CUST-0116,88,60.63273019043413,20,1,0,0.4090666666666667,Medium
CUST-0117,980,460.2975672018169,0,4,1,0.744,High
CUST-0118,391,97.06175792522468,28,4,0,0.39513333333333334,Low
CUST-0119,63,399.10491661509417,19,3,0,0.5507333333333333,Medium
CUST-0120,499,385.502499666822,8,3,1,0.6468666666666667,Medium
CUST-0121,398,470.60125748261135,13,2,0,0.5237333333333334,Medium
CUST-0122,496,359.85324768616493,30,1,0,0.1608,Low
CUST-0123,783,463.8713082812186,9,3,0,0.5734,Medium
CUST-0124,898,222.1214244986465,20,2,0,0.30706666666666665,Low
CUST-0125,280,377.0231881498798,17,4,0,0.6006666666666667,Medium
CUST-0126,373,144.9990476408637,29,1,0,0.20206666666666667,Low
CUST-0127,772,348.00950818436854,6,2,0,0.5656,Medium
CUST-0128,846,348.39269415974525,29,2,0,0.16746666666666665,Low
CUST-0129,210,232.23026834869933,4,3,1,0.7713333333333333,High
CUST-0130,436,160.60667784230796,19,0,0,0.29613333333333336,Low
CUST-0131,337,451.2642827531539,12,2,0,0.5526,Medium
CUST-0132,385,271.95053822981663,20,3,0,0.4696666666666667,Medium
CUST-0133,655,232.73699952787416,4,4,1,0.7423333333333333,High
CUST-0134,267,419.3460430547557,22,0,0,0.27993333333333337,Low
CUST-0135,565,411.679052287948,4,1,1,0.5803333333333334,Medium
CUST-0136,220,465.2655741229343,26,3,0,0.4026666666666667,Medium
CUST-0137,931,206.81517373911188,22,2,0,0.26713333333333333,Low
CUST-0138,970,348.13858763688467,20,1,0,0.2326666666666667,Low
CUST-0139,268,138.30812645154683,22,3,0,0.4597333333333333,Medium
CUST-0140,895,57.8930005558098,18,1,0,0.281,Low
CUST-0141,747,243.11276709944823,4,4,1,0.7239333333333333,High
CUST-0142,485,227.8306832197468,5,4,0,0.7596666666666667,High
CUST-0143,426,185.2865098822835,7,3,0,0.6781333333333333,Medium
CUST-0144,480,304.1076689277338,29,0,0,0.12066666666666667,Low
CUST-0145,189,272.7276550431342,20,1,0,0.3888666666666667,Low
CUST-0146,94,413.698787929768,17,1,0,0.4578666666666667,Medium
CUST-0147,206,356.98885480091764,12,3,0,0.6388,Medium
CUST-0148,705,90.010417235967,12,2,0,0.479,Medium
CUST-0149,444,159.7158507175998,8,1,0,0.5378666666666667,Medium
CUST-0150,811,134.8898027384305,29,1,0,0.11446666666666666,Low
CUST-0151,982,467.6685091316147,27,3,0,0.23359999999999997,Low
CUST-0152,121,55.18682791430712,9,3,0,0.7058,High
CUST-0153,207,349.35218127545755,28,4,0,0.43193333333333334,Medium
CUST-0154,104,382.8236380632437,20,0,0,0.3458666666666667,Low
CUST-0155,135,322.1838390453511,6,3,0,0.7530000000000001,High
CUST-0156,508,476.0488367130865,12,4,0,0.6384000000000001,Medium
CUST-0157,727,394.9660612240818,25,3,0,0.3179333333333333,Low
CUST-0158,471,164.65746130176953,26,2,0,0.29246666666666665,Low
CUST-0159,694,183.4203311260104,9,1,0,0.4712,Medium
CUST-0160,152,148.8248391728813,26,4,0,0.4762666666666666,Medium
CUST-0161,934,140.60398740104736,21,4,0,0.4032,Medium
CUST-0162,767,246.34791801457484,11,2,0,0.4832666666666666,Medium
CUST-0163,276,402.89381798696166,12,0,0,0.4448,Medium
CUST-0164,429,200.6163254910576,18,3,0,0.4942,Medium
CUST-0165,456,248.7135206668934,29,1,0,0.18546666666666667,Low
CUST-0166,201,234.0170631335122,24,4,0,0.49979999999999997,Medium
CUST-0167,950,311.0430223112426,1,4,1,0.7333333333333334,High
CUST-0168,56,204.88288013253344,14,1,0,0.5154666666666666,Medium
CUST-0169,759,212.62902259307947,11,2,0,0.48486666666666667,Medium
CUST-0170,836,458.8149064763274,2,1,1,0.5594666666666667,Medium
CUST-0171,574,368.3753578378917,13,4,0,0.6085333333333334,Medium
CUST-0172,145,134.83104075338412,4,2,1,0.7243333333333334,High
CUST-0173,542,425.0927132990636,21,1,0,0.30160000000000003,Low
CUST-0174,633,198.40468925643304,12,2,0,0.4934,Medium
CUST-0175,932,288.87511615043843,24,1,0,0.17359999999999998,Low
CUST-0176,730,212.73094029239635,10,0,0,0.38733333333333336,Low
CUST-0177,779,384.2363252718403,18,1,0,0.3042,Low
CUST-0178,789,359.29326255302755,8,2,0,0.5288666666666667,Medium
CUST-0179,459,451.52893373524734,9,2,0,0.5781999999999999,Medium
CUST-0180,54,297.7947229905766,24,0,0,0.2892,Low
CUST-0181,134,409.67003862340624,22,3,0,0.4865333333333334,Medium
CUST-0182,276,85.80153808402721,19,0,0,0.3281333333333334,Low
CUST-0183,641,245.66714259764055,15,0,0,0.3218,Low
CUST-0184,900,342.33801418330006,25,1,0,0.1633333333333333,Low
CUST-0185,746,114.91249557231802,9,4,0,0.6407999999999999,Medium
CUST-0186,400,230.5351053764577,22,3,0,0.43333333333333335,Medium
CUST-0187,620,435.41686388350325,17,1,0,0.3526666666666667,Low
CUST-0188,802,246.4746501673008,13,2,0,0.4429333333333333,Medium
CUST-0189,816,455.9319264162101,29,0,0,0.053466666666666676,Low
CUST-0190,575,59.61603023798007,17,3,1,0.4816666666666667,Medium
CUST-0191,999,391.0452044376436,8,2,0,0.48686666666666667,Medium
CUST-0192,706,446.0770597361749,28,2,0,0.21213333333333334,Low
CUST-0193,938,489.2763196516421,14,0,0,0.2790666666666667,Low
CUST-0194,563,283.08839102926777,18,1,0,0.34740000000000004,Low
CUST-0195,878,105.9921533744415,11,4,0,0.5810666666666666,Medium
CUST-0196,507,357.60543031853194,6,0,0,0.49860000000000004,Medium
CUST-0197,887,380.7702029123032,27,4,0,0.3126,Low
CUST-0198,982,96.13782814831892,20,3,0,0.35026666666666667,Low
CUST-0199,397,72.32946630853009,0,2,1,0.7406,High
CUST-0200,564,396.3976843115405,0,0,1,0.5872,Medium
CUST-0201,272,65.9978667221122,5,1,0,0.6222666666666667,Medium
CUST-0202,993,280.42070890048586,24,4,1,0.3414,Low
CUST-0203,773,346.2940934428762,11,3,1,0.5420666666666667,Medium
CUST-0204,552,496.5529035547617,11,0,0,0.40626666666666666,Medium
CUST-0205,174,256.15025577881323,21,0,0,0.31520000000000004,Low
CUST-0206,503,456.5661637530264,3,2,1,0.6694000000000001,Medium
CUST-0207,968,376.86083624124257,11,2,0,0.44306666666666666,Medium
CUST-0208,110,269.111828594097,4,4,1,0.8513333333333334,High
CUST-0209,846,166.5651371672851,9,0,0,0.38079999999999997,Low
CUST-0210,240,92.97822407681087,29,1,0,0.22866666666666668,Low
CUST-0211,580,254.63144294970087,20,2,0,0.3706666666666667,Low
CUST-0212,223,479.81885230950536,18,4,1,0.5954,Medium
CUST-0213,441,62.243206000719006,25,2,0,0.3151333333333333,Low
CUST-0214,944,277.0244157970859,0,2,1,0.6312,Medium
CUST-0215,176,425.38975539006015,17,1,0,0.4414666666666667,Medium
CUST-0216,104,232.23474146717595,16,0,0,0.41253333333333336,Medium
CUST-0217,682,59.86218811956254,11,1,0,0.44026666666666664,Medium
CUST-0218,919,457.6333974110814,18,2,0,0.3362,Low
CUST-0219,359,185.96368327057877,17,2,0,0.46486666666666665,Medium
CUST-0220,519,345.6980237934747,9,3,0,0.6262000000000001,Medium
CUST-0221,68,465.9622004938044,5,1,0,0.6630666666666667,Medium
CUST-0222,47,463.6960504578513,18,1,0,0.4506,Medium
CUST-0223,380,231.18629476958677,9,4,0,0.714,High
CUST-0224,275,441.80153206308063,20,1,0,0.3716666666666667,Low
CUST-0225,554,214.5782620876259,2,0,1,0.5558666666666667,Medium
CUST-0226,153,392.3459144127974,30,3,0,0.3494,Low
CUST-0227,283,262.91829135325145,17,1,0,0.4200666666666667,Medium
CUST-0228,966,108.83565577355222,15,3,1,0.4368,Medium
CUST-0229,431,222.2891479236985,30,0,0,0.1138,Low
CUST-0230,251,332.7841383794846,24,0,0,0.2498,Low
CUST-0231,529,310.9437333733583,6,3,1,0.6742000000000001,Medium
CUST-0232,667,352.7827295218541,20,4,0,0.47326666666666667,Medium
CUST-0233,640,204.3325264706193,22,1,0,0.26533333333333337,Low
CUST-0234,60,81.85807220015583,24,0,0,0.288,Low
CUST-0235,786,386.2698826311574,30,4,0,0.2828,Low
CUST-0236,879,87.22286527438229,5,2,0,0.5608666666666666,Medium
CUST-0237,553,389.7171649032591,11,3,0,0.5860666666666666,Medium
CUST-0238,297,403.9710797575568,15,2,0,0.5106,Medium
CUST-0239,268,228.46705625999527,13,3,0,0.6097333333333333,Medium
CUST-0240,301,492.7441355837541,13,3,1,0.6031333333333333,Medium
CUST-0241,349,186.2616268832741,29,4,0,0.3868666666666667,Low
CUST-0242,829,368.782672218586,0,1,1,0.5942000000000001,Medium
CUST-0243,540,428.87927691751617,3,1,1,0.602,Medium
CUST-0244,996,88.11069677874671,6,1,0,0.46080000000000004,Medium
CUST-0245,538,398.8887769717655,10,1,0,0.48573333333333335,Medium
CUST-0246,410,59.36960258230258,4,1,1,0.6113333333333334,Medium
CUST-0247,445,187.45228964754548,23,0,0,0.22766666666666663,Low
CUST-0248,336,185.1046098134945,30,4,0,0.3728,Low
CUST-0249,174,320.9862283332665,23,2,0,0.40186666666666665,Medium
CUST-0250,502,407.86546438235433,22,3,0,0.4129333333333334,Medium
CUST-0251,763,222.5145102063557,13,1,0,0.3907333333333333,Low
CUST-0252,244,393.2244588757966,15,4,1,0.6412,Medium
CUST-0253,961,427.948030577876,20,2,0,0.2944666666666667,Low
CUST-0254,220,195.74098073102988,13,1,0,0.49933333333333335,Medium
CUST-0255,253,140.5698762997211,29,0,0,0.16606666666666667,Low
CUST-0256,619,263.6481834847963,27,3,0,0.30619999999999997,Low
CUST-0257,194,116.22307353118669,23,2,0,0.39786666666666665,Low
CUST-0258,647,89.15666631657534,6,1,0,0.5306,Medium
CUST-0259,654,416.5023895701001,28,3,0,0.2825333333333333,Low
CUST-0260,370,226.6470018365173,19,0,0,0.30933333333333335,Low
CUST-0261,752,412.9371021922903,20,1,0,0.27626666666666666,Low
CUST-0262,86,297.35658456856345,20,3,0,0.5294666666666668,Medium
CUST-0263,704,303.1036540651279,8,4,0,0.6658666666666667,Medium
CUST-0264,235,192.566478647106,17,1,0,0.4296666666666667,Medium
CUST-0265,229,174.1300908063905,28,1,0,0.24753333333333333,Low
CUST-0266,413,303.8487211697972,1,2,1,0.7207333333333332,High
CUST-0267,743,114.96135991632772,1,0,1,0.5347333333333333,Medium
CUST-0268,320,322.7068736466883,7,0,0,0.5193333333333333,Medium
CUST-0269,118,186.5997542448243,16,3,0,0.5897333333333333,Medium
CUST-0270,56,275.4349796517869,11,2,0,0.6254666666666666,Medium
CUST-0271,359,178.3240451267178,17,3,0,0.5248666666666667,Medium
CUST-0272,147,439.1699318618655,14,0,0,0.4372666666666667,Medium
CUST-0273,366,353.8248717403096,0,1,1,0.6868000000000001,Medium
CUST-0274,130,424.3582639256904,1,2,1,0.7773333333333333,High
CUST-0275,73,380.80079553393057,1,1,1,0.7287333333333333,High
CUST-0276,175,330.54785452368543,10,2,0,0.6183333333333334,Medium
CUST-0277,955,165.15904516601847,26,4,0,0.31566666666666665,Low
CUST-0278,468,321.68300735408064,10,3,0,0.6197333333333335,Medium
CUST-0279,93,333.7445790822792,27,0,0,0.2314,Low
CUST-0280,916,442.725764664485,6,4,1,0.6568,Medium
CUST-0281,958,495.1723345839659,20,4,1,0.4150666666666667,Medium
CUST-0282,588,298.342151752712,21,0,0,0.23240000000000005,Low
CUST-0283,806,161.41253138015458,25,2,0,0.2421333333333333,Low
CUST-0284,822,345.46065075079247,0,3,1,0.7155999999999999,High
CUST-0285,959,77.70886653183071,16,3,0,0.4215333333333333,Medium
CUST-0286,635,252.0269204945785,2,1,1,0.5996666666666666,Medium
CUST-0287,312,117.2656298073224,21,2,0,0.4076,Medium
CUST-0288,691,335.0620057268906,25,4,0,0.3851333333333333,Low
CUST-0289,876,351.4940162626469,9,4,0,0.6148,Medium
CUST-0290,949,80.09063760961149,20,1,0,0.2368666666666667,Low
CUST-0291,224,303.1401768694675,2,2,1,0.7418666666666667,High
CUST-0292,649,183.27915101983987,13,2,0,0.4735333333333333,Medium
CUST-0293,364,214.36904423898545,8,2,0,0.6138666666666667,Medium
CUST-0294,492,115.29418739682605,8,0,0,0.4682666666666667,Medium
CUST-0295,618,242.2959837393273,21,3,0,0.40640000000000004,Medium
CUST-0296,637,440.8910672179439,14,3,0,0.5192666666666667,Medium
CUST-0297,493,407.9525022710416,30,1,0,0.1614,Low
CUST-0298,354,82.153110847683,15,2,0,0.4992,Medium
CUST-0299,849,450.6516152979834,9,2,0,0.5002,Medium
CUST-0300,262,303.87442053684094,17,0,0,0.3642666666666667,Low
CUST-0301,301,401.9692506827042,13,3,0,0.6031333333333333,Medium
CUST-0302,952,180.91593149140624,12,3,0,0.4896,Medium
CUST-0303,177,203.6329772178683,25,2,0,0.36793333333333333,Low
CUST-0304,535,181.9643899853805,23,1,0,0.2696666666666666,Low
CUST-0305,289,309.4175469194785,23,2,0,0.3788666666666667,Low
CUST-0306,711,232.6893199733816,3,4,1,0.7477999999999999,High
CUST-0307,178,153.8551443312527,20,0,0,0.33106666666666673,Low
CUST-0308,47,118.8841556750244,13,0,0,0.4739333333333333,Medium
CUST-0309,250,396.5028248245578,29,3,0,0.3466666666666667,Low
CUST-0310,391,440.2563563584675,9,0,0,0.4718,Medium
CUST-0311,141,299.23818877971576,3,4,1,0.8617999999999999,High
CUST-0312,999,174.41635316376164,20,1,0,0.2268666666666667,Low
CUST-0313,961,370.8583940455936,6,3,1,0.5878000000000001,Medium
CUST-0314,768,144.30207353920667,13,0,0,0.3297333333333333,Low
CUST-0315,864,467.1389962327839,13,3,0,0.4905333333333333,Medium
CUST-0316,728,345.28718538119404,29,3,0,0.25106666666666666,Low
CUST-0317,662,341.27364720167816,5,4,1,0.7242666666666667,High
CUST-0318,318,158.18261933645584,28,1,0,0.22973333333333332,Low
CUST-0319,360,97.89233700515732,25,4,0,0.4513333333333333,Medium
CUST-0320,592,379.6123789024954,14,1,0,0.40826666666666667,Medium
CUST-0321,307,71.3611632787787,8,1,0,0.5652666666666667,Medium
CUST-0322,958,420.7121215274934,12,2,0,0.4284,Medium
CUST-0323,213,392.0141309345465,21,0,0,0.3074,Low
CUST-0324,568,52.3139305320928,25,1,0,0.22973333333333334,Low
CUST-0325,767,407.4715227776927,9,2,0,0.5166,Medium
CUST-0326,73,281.1160229889747,8,0,0,0.5520666666666667,Medium
CUST-0327,360,201.19013497756836,11,1,0,0.5046666666666666,Medium
CUST-0328,156,403.4015757226624,15,2,0,0.5388,Medium
CUST-0329,656,424.7663305857421,13,4,1,0.5921333333333333,Medium
CUST-0330,625,280.5748056758117,13,2,0,0.47833333333333333,Medium
CUST-0331,877,373.00900911648137,7,3,0,0.5879333333333332,Medium
CUST-0332,773,160.65836787726147,11,3,0,0.5420666666666667,Medium
CUST-0333,445,258.606935976375,21,0,0,0.261,Low
CUST-0334,502,128.3325937988207,30,0,0,0.09960000000000001,Low
CUST-0335,134,230.99291860345983,14,2,0,0.5598666666666667,Medium
CUST-0336,373,493.2541548229247,25,1,0,0.2687333333333333,Low
CUST-0337,511,222.2417675743939,16,3,1,0.5111333333333333,Medium
CUST-0338,330,246.4855595734168,8,0,0,0.5006666666666667,Medium
CUST-0339,369,361.8436939932398,0,4,1,0.8662,High
CUST-0340,360,67.55609465647072,11,4,1,0.6846666666666666,Medium
CUST-0341,990,95.69560712890603,11,0,0,0.31866666666666665,Low
CUST-0342,771,80.96181456008577,18,3,0,0.4258,Medium
CUST-0343,332,479.9587016591449,23,1,0,0.31026666666666664,Low
CUST-0344,804,359.8027225711763,19,0,0,0.22253333333333333,Low
CUST-0345,617,435.7517493013617,2,1,1,0.6032666666666666,Medium
CUST-0346,733,457.7584624092488,16,1,0,0.34673333333333334,Low
CUST-0347,81,52.47380080457567,5,4,0,0.8404666666666667,High
CUST-0348,947,340.4132996626186,1,4,1,0.7339333333333334,High
CUST-0349,546,127.78181937707056,22,1,0,0.28413333333333335,Low
CUST-0350,882,238.97928506657783,26,4,0,0.33026666666666665,Low
CUST-0351,595,259.8963276559186,25,3,0,0.3443333333333333,Low
CUST-0352,277,360.46171446224247,27,3,0,0.3746,Low
CUST-0353,968,342.971503825434,24,3,0,0.2864,Low
CUST-0354,328,71.68005620247772,13,3,0,0.5977333333333333,Medium
CUST-0355,248,143.32170267232294,2,0,1,0.6170666666666667,Medium
CUST-0356,710,143.425740325891,29,0,0,0.07466666666666667,Low
CUST-0357,373,302.4249195902486,7,4,0,0.7487333333333333,High
CUST-0358,314,203.91688421769692,26,0,0,0.20386666666666664,Low
CUST-0359,321,438.6673851950765,11,4,0,0.6924666666666667,Medium
CUST-0360,413,374.82680517228914,3,0,1,0.5674,Medium
CUST-0361,633,238.10809613125468,20,3,0,0.4200666666666667,Medium
CUST-0362,332,369.7101300706173,18,0,0,0.3336,Low
CUST-0363,48,95.75413350640552,28,1,0,0.28373333333333334,Low
CUST-0364,701,180.5022008036063,26,3,0,0.30646666666666667,Low
CUST-0365,978,462.6935156665069,9,0,0,0.3544,Low
CUST-0366,118,196.265755936825,29,3,0,0.37306666666666666,Low
CUST-0367,706,325.46112324296826,8,0,0,0.4254666666666667,Medium
CUST-0368,456,246.5517452374873,15,1,0,0.4188,Medium
CUST-0369,415,154.56689417873514,23,4,1,0.4736666666666666,Medium
CUST-0370,848,182.03646854288044,19,0,0,0.21373333333333336,Low
CUST-0371,182,269.90725161695343,8,4,0,0.7702666666666667,High
CUST-0372,844,310.5997303123268,29,0,0,0.04786666666666667,Low
CUST-0373,609,264.71428758104537,22,0,0,0.21153333333333335,Low
CUST-0374,370,218.8772541734956,23,4,0,0.48266666666666663,Medium
CUST-0375,544,181.4276264019995,5,4,0,0.7478666666666667,High
CUST-0376,105,245.6923811721496,2,2,1,0.7656666666666667,High
CUST-0377,900,132.22326941088562,8,1,0,0.4466666666666667,Medium
CUST-0378,110,255.0531839425641,22,2,0,0.43133333333333335,Medium
CUST-0379,240,355.7152093827417,8,2,0,0.6386666666666667,Medium
CUST-0380,30,408.6186274236942,24,2,0,0.414,Medium
CUST-0381,614,182.5812073342223,27,0,0,0.12719999999999998,Low
CUST-0382,962,169.4477508467395,27,2,0,0.17759999999999998,Low
CUST-0383,826,492.60852044926907,11,2,0,0.47146666666666665,Medium
CUST-0384,47,163.4845579634342,22,2,0,0.44393333333333335,Medium
CUST-0385,492,305.98948303104135,19,0,0,0.28493333333333337,Low
CUST-0386,84,491.3037692032945,13,4,0,0.7065333333333333,High
CUST-0387,961,207.7024440892747,17,0,0,0.22446666666666668,Low
CUST-0388,773,68.06737487073431,6,0,0,0.4454,Medium
CUST-0389,358,187.82741398568197,18,2,0,0.4484,Medium
CUST-0390,517,62.78529235317684,25,0,0,0.17993333333333333,Low
CUST-0391,643,260.6692273608889,4,2,1,0.6247333333333334,Medium
CUST-0392,616,299.22156824510773,19,4,0,0.5001333333333333,Medium
CUST-0393,719,149.6835308141463,15,4,0,0.5462,Medium
CUST-0394,882,498.22566756632096,13,3,0,0.48693333333333333,Medium
CUST-0395,694,353.89187956874093,16,3,0,0.47453333333333336,Medium
CUST-0396,222,214.86400424678123,10,0,0,0.4889333333333334,Medium
CUST-0397,546,205.7935374813251,13,2,0,0.4941333333333333,Medium
CUST-0398,869,218.6476651369546,15,2,0,0.3962,Low
CUST-0399,967,315.1675161282844,15,1,0,0.3166,Low
CUST-0400,775,252.63510083173185,10,2,0,0.49833333333333335,Medium
CUST-0401,842,243.51750587862028,5,4,0,0.6882666666666667,Medium
CUST-0402,910,401.3543828052857,21,3,1,0.34800000000000003,Low
CUST-0403,37,103.33442898285372,16,0,0,0.42593333333333333,Medium
