transaction_id,date,customer_id,customer_segment,region,product_category,product_name,quantity,unit_price,discount_percent,revenue,cost,profit,payment_method
TXN-009568,2024-01-03,CUST-01272,Premium,Central,Electronics,Smartphone,2,777.3,0.08,1430.23,867.46,562.77,Debit Card
TXN-005528,2024-01-03,CUST-01412,Standard,North,Home & Garden,Table,5,78.2,0.2,312.8,164.38,148.42,Bank Transfer
TXN-005863,2024-01-03,CUST-01787,Standard,West,Home & Garden,Lamp,5,731.38,0.07,3400.92,2110.34,1290.58,Credit Card
TXN-002617,2024-01-03,CUST-01216,Standard,North,Clothing,Dress,2,33.18,0.2,53.09,25.87,27.22,Cash
TXN-006529,2024-01-03,CUST-01305,Premium,East,Home & Garden,Sofa,3,727.05,0.15,1853.98,1061.66,792.32,Credit Card
TXN-007787,2024-01-03,CUST-01171,Budget,Central,Home & Garden,Plant Pot,2,722.75,0.13,1257.59,752.35,505.24,PayPal
TXN-006593,2024-01-03,CUST-01077,Budget,East,Books,Tech Manual,3,37.87,0.17,94.3,61.23,33.07,Credit Card
TXN-001140,2024-01-03,CUST-00536,Premium,North,Clothing,Jeans,1,28.46,0.27,20.78,14.02,6.76,PayPal
TXN-006159,2024-01-03,CUST-01559,Premium,North,Home & Garden,Rug,3,231.54,0.16,583.48,384.57,198.91,Debit Card
TXN-000474,2024-01-03,CUST-01994,Budget,Central,Books,Cookbook,3,38.63,0.05,110.1,68.95,41.15,Credit Card
TXN-001771,2024-01-03,CUST-00008,Budget,Central,Electronics,Headphones,4,1438.01,0.23,4429.07,1907.96,2521.11,Bank Transfer
TXN-008286,2024-01-03,CUST-00116,Standard,South,Home & Garden,Table,5,233.06,0.02,1141.99,637.72,504.27,Cash
TXN-007112,2024-01-03,CUST-01987,Premium,South,Sports,Running Shoes,2,111.99,0.1,201.58,114.86,86.72,Credit Card
TXN-002369,2024-01-03,CUST-01674,Standard,East,Electronics,Laptop,2,1048.96,0.22,1636.38,1071.85,564.53,Cash
TXN-003307,2024-01-03,CUST-00278,Premium,North,Home & Garden,Rug,3,164.26,0.24,374.51,226.02,148.49,PayPal
TXN-002550,2024-01-03,CUST-01204,Budget,West,Electronics,Laptop,3,975.38,0.1,2633.53,1481.0,1152.53,PayPal
TXN-006048,2024-01-03,CUST-00966,Premium,East,Electronics,Tablet,2,328.41,0.06,617.41,420.75,196.66,PayPal
TXN-003766,2024-01-03,CUST-00336,Budget,North,Clothing,Jeans,1,133.39,0.24,101.38,69.33,32.05,Bank Transfer
TXN-008304,2024-01-03,CUST-01479,Premium,Central,Sports,Bicycle,5,324.8,0.3,1136.8,750.05,386.75,Credit Card
TXN-003317,2024-01-03,CUST-01763,Premium,South,Books,Fiction Novel,4,34.58,0.22,107.89,45.78,62.11,Credit Card
TXN-007385,2024-01-03,CUST-01894,Premium,South,Home & Garden,Sofa,1,693.4,0.12,610.19,272.25,337.94,Cash
TXN-008327,2024-01-03,CUST-00421,Premium,East,Sports,Tennis Racket,4,331.68,0.03,1286.92,641.1,645.82,Credit Card
TXN-007062,2024-01-03,CUST-00853,Premium,Central,Clothing,Jeans,1,74.07,0.02,72.59,36.25,36.34,Cash
TXN-009915,2024-01-03,CUST-00495,Budget,North,Sports,Yoga Mat,1,366.77,0.08,337.43,197.46,139.97,Credit Card
TXN-007480,2024-01-03,CUST-01985,Budget,West,Clothing,Dress,2,156.83,0.08,288.57,131.35,157.22,Bank Transfer
TXN-008329,2024-01-03,CUST-00712,Premium,South,Books,Tech Manual,3,29.97,0.15,76.42,39.48,36.94,Credit Card
TXN-006683,2024-01-03,CUST-00479,Premium,East,Home & Garden,Plant Pot,1,356.56,0.21,281.68,118.49,163.19,PayPal
TXN-008201,2024-01-03,CUST-00645,Premium,Central,Home & Garden,Table,3,196.24,0.07,547.51,265.73,281.78,Debit Card
TXN-007118,2024-01-03,CUST-00591,Premium,East,Clothing,T-Shirt,1,161.15,0.09,146.65,61.48,85.17,Bank Transfer
TXN-002748,2024-01-04,CUST-00607,Budget,East,Electronics,Smartwatch,1,697.79,0.05,662.9,342.61,320.29,Bank Transfer
TXN-005035,2024-01-04,CUST-00516,Standard,Central,Electronics,Smartphone,5,177.57,0.26,657.01,354.24,302.77,Cash
TXN-009091,2024-01-04,CUST-01401,Standard,South,Electronics,Smartwatch,5,1035.33,0.22,4037.79,2576.85,1460.94,Bank Transfer
TXN-001204,2024-01-04,CUST-01808,Premium,East,Home & Garden,Rug,4,510.79,0.3,1430.21,582.98,847.23,Credit Card
TXN-005559,2024-01-04,CUST-01937,Premium,North,Home & Garden,Lamp,4,565.15,0.24,1718.06,903.16,814.9,Bank Transfer
TXN-003284,2024-01-04,CUST-01282,Standard,South,Sports,Running Shoes,1,184.02,0.21,145.38,94.53,50.85,Credit Card
TXN-002616,2024-01-04,CUST-01285,Budget,North,Books,Fiction Novel,5,18.6,0.23,71.61,32.52,39.09,Debit Card
TXN-000623,2024-01-04,CUST-00770,Budget,West,Clothing,Sneakers,1,21.71,0.03,21.06,11.72,9.34,Cash
TXN-001100,2024-01-04,CUST-01986,Premium,East,Sports,Dumbbells,3,298.34,0.19,724.97,380.36,344.61,PayPal
TXN-006931,2024-01-04,CUST-00059,Budget,East,Home & Garden,Sofa,4,764.56,0.04,2935.91,1468.1,1467.81,Bank Transfer
TXN-000655,2024-01-04,CUST-01463,Standard,South,Sports,Tennis Racket,1,280.23,0.18,229.79,154.71,75.08,Bank Transfer
TXN-006977,2024-01-04,CUST-00410,Standard,Central,Electronics,Tablet,1,374.47,0.06,352.0,207.6,144.4,Bank Transfer
TXN-000435,2024-01-04,CUST-00015,Premium,West,Books,Cookbook,2,34.5,0.0,69.0,37.68,31.32,Debit Card
TXN-004224,2024-01-04,CUST-00985,Budget,South,Books,Self-Help,5,37.2,0.24,141.36,85.74,55.62,Debit Card
TXN-002149,2024-01-04,CUST-00651,Standard,West,Electronics,Headphones,2,299.78,0.09,545.6,237.72,307.88,Credit Card
TXN-003840,2024-01-04,CUST-00291,Standard,North,Books,Tech Manual,2,43.62,0.17,72.41,48.23,24.18,Cash
TXN-009384,2024-01-04,CUST-01548,Premium,West,Electronics,Headphones,1,691.57,0.21,546.34,262.6,283.74,PayPal
TXN-004007,2024-01-04,CUST-00961,Standard,South,Home & Garden,Rug,5,129.5,0.16,543.9,337.01,206.89,Cash
TXN-001684,2024-01-04,CUST-00203,Premium,South,Books,Biography,4,45.2,0.03,175.38,91.24,84.14,Bank Transfer
TXN-005872,2024-01-04,CUST-01132,Budget,East,Sports,Dumbbells,3,361.0,0.03,1050.51,423.46,627.05,Cash
TXN-000761,2024-01-04,CUST-01650,Budget,South,Clothing,Dress,3,109.15,0.19,265.23,163.31,101.92,Bank Transfer
TXN-005975,2024-01-04,CUST-00439,Standard,Central,Books,Tech Manual,3,40.17,0.13,104.84,60.53,44.31,Debit Card
TXN-000311,2024-01-04,CUST-01184,Standard,East,Sports,Yoga Mat,3,311.2,0.06,877.58,537.73,339.85,Cash
TXN-001891,2024-01-04,CUST-01084,Budget,East,Sports,Yoga Mat,3,345.51,0.03,1005.43,467.53,537.9,PayPal
TXN-002325,2024-01-04,CUST-01063,Premium,Central,Books,Biography,1,15.64,0.25,11.73,7.48,4.25,Credit Card
TXN-009387,2024-01-04,CUST-01823,Premium,North,Electronics,Tablet,1,166.17,0.14,142.91,58.54,84.37,Credit Card
TXN-001268,2024-01-04,CUST-00101,Premium,East,Clothing,Sneakers,3,147.68,0.18,363.29,186.62,176.67,Credit Card
TXN-008316,2024-01-04,CUST-01760,Budget,West,Electronics,Smartphone,2,1133.52,0.2,1813.63,1046.13,767.5,PayPal
TXN-006650,2024-01-05,CUST-01611,Budget,Central,Electronics,Smartphone,3,689.67,0.15,1758.66,1096.55,662.11,Bank Transfer
TXN-008630,2024-01-05,CUST-01259,Budget,South,Electronics,Tablet,1,1127.81,0.03,1093.98,470.83,623.15,Credit Card
TXN-001827,2024-01-05,CUST-01309,Premium,South,Sports,Running Shoes,5,460.18,0.28,1656.65,724.82,931.83,Bank Transfer
TXN-008666,2024-01-05,CUST-00967,Premium,Central,Books,Cookbook,4,24.28,0.15,82.55,55.37,27.18,Cash
TXN-002510,2024-01-05,CUST-00288,Standard,South,Clothing,Dress,3,121.44,0.25,273.24,182.78,90.46,Credit Card
TXN-003015,2024-01-05,CUST-01715,Standard,Central,Sports,Bicycle,4,266.14,0.04,1021.98,553.56,468.42,PayPal
TXN-005907,2024-01-05,CUST-01818,Budget,North,Books,Cookbook,1,36.42,0.19,29.5,13.46,16.04,Bank Transfer
TXN-003889,2024-01-05,CUST-00677,Standard,North,Books,Biography,3,36.7,0.22,85.88,38.85,47.03,Credit Card
TXN-006633,2024-01-05,CUST-01350,Premium,North,Clothing,Jeans,2,132.19,0.07,245.87,154.03,91.84,Credit Card
TXN-009514,2024-01-05,CUST-01166,Standard,Central,Electronics,Smartwatch,1,1241.85,0.15,1055.57,613.6,441.97,Debit Card
TXN-004831,2024-01-05,CUST-00637,Premium,North,Sports,Yoga Mat,1,333.32,0.23,256.66,150.65,106.01,PayPal
TXN-001458,2024-01-05,CUST-00585,Budget,North,Clothing,Sneakers,2,116.29,0.14,200.02,108.52,91.5,Cash
TXN-008665,2024-01-05,CUST-01685,Premium,West,Books,Biography,3,16.61,0.0,49.83,23.02,26.81,Bank Transfer
TXN-003101,2024-01-05,CUST-01984,Standard,East,Books,Fiction Novel,4,34.77,0.22,108.48,65.73,42.75,Credit Card
TXN-001209,2024-01-05,CUST-01814,Premium,South,Electronics,Smartphone,5,276.81,0.03,1342.53,688.92,653.61,Credit Card
TXN-003293,2024-01-05,CUST-00748,Premium,Central,Sports,Yoga Mat,4,180.52,0.01,714.86,288.81,426.05,Cash
TXN-005386,2024-01-05,CUST-00884,Standard,West,Electronics,Smartphone,3,835.03,0.25,1878.82,1124.49,754.33,PayPal
TXN-005637,2024-01-05,CUST-00668,Premium,East,Electronics,Smartphone,2,1059.16,0.17,1758.21,1166.46,591.75,Debit Card
TXN-001903,2024-01-05,CUST-00887,Budget,East,Electronics,Laptop,5,1295.13,0.19,5245.28,3141.26,2104.02,Credit Card
TXN-003654,2024-01-05,CUST-00204,Premium,North,Books,Fiction Novel,3,34.46,0.2,82.7,45.03,37.67,PayPal
TXN-005563,2024-01-05,CUST-01939,Standard,East,Home & Garden,Sofa,5,250.07,0.04,1200.34,594.97,605.37,Cash
TXN-004142,2024-01-05,CUST-00934,Standard,East,Sports,Bicycle,5,292.79,0.04,1405.39,875.57,529.82,Cash
TXN-005074,2024-01-05,CUST-01821,Premium,Central,Electronics,Smartwatch,3,1373.14,0.19,3336.73,1831.01,1505.72,Credit Card
TXN-003381,2024-01-05,CUST-01623,Premium,South,Sports,Yoga Mat,4,50.7,0.19,164.27,90.01,74.26,PayPal
TXN-007840,2024-01-05,CUST-01983,Budget,North,Electronics,Tablet,1,1201.63,0.29,853.16,360.28,492.88,Cash
TXN-001079,2024-01-05,CUST-00308,Standard,South,Sports,Bicycle,1,311.05,0.03,301.72,128.14,173.58,Cash
TXN-008608,2024-01-05,CUST-00260,Premium,East,Sports,Yoga Mat,1,97.54,0.23,75.11,46.54,28.57,Credit Card
TXN-001890,2024-01-05,CUST-00936,Standard,West,Books,Tech Manual,1,20.28,0.23,15.62,10.78,4.84,Credit Card
TXN-001557,2024-01-05,CUST-00425,Standard,North,Books,Tech Manual,1,24.99,0.25,18.74,12.87,5.87,Cash
TXN-005157,2024-01-06,CUST-00726,Budget,Central,Sports,Dumbbells,5,332.03,0.24,1261.71,700.48,561.23,PayPal
TXN-005580,2024-01-06,CUST-01004,Premium,East,Sports,Dumbbells,3,479.41,0.05,1366.32,881.68,484.64,PayPal
TXN-000180,2024-01-06,CUST-00202,Premium,East,Electronics,Smartphone,3,1005.8,0.29,2142.35,1133.6,1008.75,PayPal
TXN-009702,2024-01-06,CUST-00748,Standard,North,Home & Garden,Table,2,326.26,0.17,541.59,267.35,274.24,Cash
TXN-000983,2024-01-06,CUST-01505,Standard,North,Sports,Dumbbells,2,67.71,0.26,100.21,67.94,32.27,Cash
TXN-009245,2024-01-06,CUST-00020,Premium,East,Electronics,Headphones,1,172.82,0.17,143.44,80.03,63.41,Bank Transfer
TXN-005612,2024-01-06,CUST-01808,Standard,South,Electronics,Tablet,4,487.06,0.09,1772.9,1199.41,573.49,Cash
TXN-005589,2024-01-06,CUST-00105,Budget,Central,Clothing,Dress,4,57.36,0.16,192.73,133.93,58.8,Debit Card
TXN-002302,2024-01-06,CUST-00620,Standard,West,Home & Garden,Rug,1,98.98,0.17,82.15,33.68,48.47,Cash
TXN-007297,2024-01-06,CUST-00106,Premium,South,Clothing,T-Shirt,4,117.88,0.08,433.8,192.64,241.16,Cash
TXN-007996,2024-01-06,CUST-01800,Budget,West,Clothing,Sneakers,1,102.2,0.29,72.56,45.43,27.13,PayPal
TXN-001251,2024-01-06,CUST-01105,Standard,North,Clothing,Jeans,4,179.02,0.29,508.42,260.38,248.04,Debit Card
TXN-000735,2024-01-06,CUST-00285,Budget,East,Electronics,Headphones,5,1477.55,0.03,7166.12,3348.04,3818.08,Credit Card
TXN-008272,2024-01-06,CUST-00665,Standard,South,Books,Tech Manual,3,28.66,0.01,85.12,53.46,31.66,Cash
TXN-002491,2024-01-06,CUST-01663,Standard,Central,Books,Self-Help,2,48.33,0.23,74.43,35.08,39.35,PayPal
TXN-007595,2024-01-06,CUST-00679,Premium,South,Books,Tech Manual,4,43.14,0.05,163.93,85.92,78.01,Cash
TXN-000472,2024-01-06,CUST-01546,Premium,North,Sports,Bicycle,3,57.85,0.01,171.81,84.27,87.54,Credit Card
TXN-002355,2024-01-06,CUST-01857,Budget,West,Clothing,Dress,2,120.01,0.18,196.82,90.39,106.43,PayPal
TXN-004561,2024-01-06,CUST-01741,Budget,East,Clothing,Sneakers,4,43.9,0.05,166.82,110.67,56.15,Credit Card
TXN-008049,2024-01-06,CUST-00377,Premium,East,Clothing,Dress,4,87.18,0.05,331.28,192.35,138.93,Bank Transfer
TXN-008032,2024-01-06,CUST-01634,Standard,North,Sports,Tennis Racket,3,349.35,0.27,765.08,397.23,367.85,Cash
TXN-001492,2024-01-06,CUST-00695,Premium,East,Electronics,Smartwatch,4,647.29,0.29,1838.3,1057.06,781.24,Bank Transfer
TXN-003376,2024-01-06,CUST-01011,Premium,East,Sports,Yoga Mat,4,320.24,0.14,1101.63,608.41,493.22,Credit Card
TXN-005464,2024-01-06,CUST-01907,Budget,East,Electronics,Tablet,5,1233.05,0.3,4315.67,2518.04,1797.63,Credit Card
TXN-005042,2024-01-06,CUST-01877,Premium,Central,Sports,Tennis Racket,1,398.63,0.06,374.71,200.88,173.83,PayPal
TXN-006161,2024-01-06,CUST-00741,Budget,East,Clothing,Jeans,5,162.26,0.2,649.04,290.76,358.28,Cash
TXN-004983,2024-01-06,CUST-00143,Premium,South,Clothing,Jacket,2,27.16,0.1,48.89,20.05,28.84,Debit Card
TXN-000507,2024-01-06,CUST-00961,Premium,West,Sports,Yoga Mat,5,241.96,0.21,955.74,513.66,442.08,Debit Card
TXN-001028,2024-01-06,CUST-01430,Premium,North,Electronics,Tablet,4,360.0,0.28,1036.8,620.5,416.3,Cash
TXN-006430,2024-01-06,CUST-00927,Budget,East,Home & Garden,Table,3,442.61,0.28,956.04,542.88,413.16,PayPal
TXN-002023,2024-01-06,CUST-00947,Budget,North,Sports,Running Shoes,5,76.93,0.04,369.26,191.05,178.21,PayPal
TXN-000537,2024-01-06,CUST-01470,Standard,South,Sports,Yoga Mat,3,430.62,0.28,930.14,495.55,434.59,Cash
TXN-008119,2024-01-06,CUST-01234,Budget,East,Books,Tech Manual,3,11.35,0.16,28.6,12.04,16.56,Credit Card
TXN-000008,2024-01-06,CUST-01394,Premium,North,Electronics,Laptop,4,978.42,0.16,3287.49,2272.72,1014.77,Credit Card
TXN-002364,2024-01-07,CUST-00179,Standard,North,Home & Garden,Rug,1,359.52,0.08,330.76,190.35,140.41,Credit Card
TXN-007353,2024-01-07,CUST-01905,Standard,East,Books,Self-Help,1,22.6,0.13,19.66,8.57,11.09,Bank Transfer
TXN-009184,2024-01-07,CUST-00330,Budget,North,Electronics,Smartwatch,3,662.51,0.07,1848.4,920.68,927.72,PayPal
TXN-007057,2024-01-07,CUST-00688,Budget,West,Clothing,Jacket,1,191.53,0.11,170.46,113.99,56.47,Cash
TXN-003306,2024-01-07,CUST-00003,Budget,East,Clothing,Jacket,3,177.18,0.13,462.44,268.19,194.25,Credit Card
TXN-000680,2024-01-07,CUST-01236,Premium,North,Books,Cookbook,5,14.01,0.04,67.25,42.04,25.21,Credit Card
TXN-003397,2024-01-07,CUST-00325,Budget,West,Home & Garden,Table,3,212.06,0.05,604.37,345.54,258.83,PayPal
TXN-009899,2024-01-07,CUST-00395,Budget,South,Sports,Yoga Mat,3,42.44,0.26,94.22,60.44,33.78,Debit Card
TXN-003620,2024-01-07,CUST-00569,Standard,West,Sports,Bicycle,4,358.04,0.09,1303.27,693.42,609.85,PayPal
TXN-003922,2024-01-07,CUST-01714,Standard,East,Sports,Bicycle,1,365.71,0.0,365.71,245.46,120.25,Credit Card
TXN-000950,2024-01-07,CUST-00010,Standard,Central,Sports,Running Shoes,2,57.8,0.0,115.6,80.4,35.2,PayPal
TXN-002861,2024-01-07,CUST-00655,Budget,Central,Home & Garden,Plant Pot,1,145.12,0.28,104.49,51.94,52.55,PayPal
TXN-000477,2024-01-07,CUST-01381,Standard,Central,Sports,Yoga Mat,4,62.72,0.28,180.63,92.16,88.47,Bank Transfer
TXN-000280,2024-01-07,CUST-01071,Budget,West,Home & Garden,Rug,3,363.11,0.26,806.1,424.59,381.51,Credit Card
TXN-004041,2024-01-07,CUST-00907,Budget,South,Electronics,Smartwatch,2,1405.68,0.27,2052.29,1266.28,786.01,Debit Card
TXN-007924,2024-01-07,CUST-00513,Standard,North,Sports,Running Shoes,5,372.0,0.04,1785.6,816.15,969.45,Bank Transfer
